brand,model,battery,year,height,width,weight,sim,numofsim,simtype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,maxextmemory,RAM,cam1MP,cam1video,cam2MP,cam2video,ir,radio,usb,nfc,fingerprint,price,basemark,loudspeaker,audioquality,endurance
Archos,Diamond S,2300,2015,145,71.5,118,Dual SIM,no data,no data,5,720 x 1280,Android 5.1.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,"microSD, up to 256 GB",no data,16,16,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,no data,no data,no data,no data,no data
Archos,50d Helium 4G,2100,2015,146,72.2,154,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,720 x 1280,Android 5.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 305,microSD,no data,8,13,1080,5,no data,no data,,microUSB 2.0,No,No,140,no data,no data,no data,no data
Archos,50b Helium 4G,2000,2014,145,71.5,160,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,720 x 1280,Android 4.4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 256 GB",no data,8,8,1080,2,no data,no data,,microUSB 2.0,Yes,No,150,no data,no data,no data,no data
Archos,50 Diamond,2700,2014,146,70.4,142,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5,1080 x 1920,Android 4.4.4 (KitKat),Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,"microSD, up to 256 GB",no data,16,16,1080,8,no data,no data,,microUSB 2.0,Yes,No,200,no data,no data,no data,60
Archos,40 Cesium,1700,2014,no data,no data,no data,Dual SIM (dual stand-by),no data,no data,4,480 x 800,Microsoft Windows Phone 8.1,Qualcomm Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB",no data,4,5,1080,2,no data,no data,,microUSB 2.0,No,No,80,no data,no data,no data,no data
Archos,45c Platinum,1700,2014,133,67.5,138,Dual SIM (Mini-SIM),no data,no data,4.5,480 x 854,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB",no data,4,5,1080,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,40c Titanium,1450,2014,126,65,110,Dual SIM (dual stand-by),no data,no data,4,480 x 800,Android 4.4 (KitKat),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 64 GB",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,50b Platinum,1900,2014,146.8,73,160,Dual SIM (Mini-SIM),no data,no data,5,540 x 960,Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB",no data,4,8,1080,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,80 Helium 4G,3500,2014,no data,no data,no data,Mini-SIM,no data,no data,8,768 x 1024,Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)",no data,8,5,1080,2,no data,no data,,microUSB 2.0,No,No,280,no data,no data,no data,no data
Archos,64 Xenon,2800,2014,170.7,90.6,232,Dual SIM,no data,no data,6.4,720 x 1280,Android 4.2.2 (Jelly Bean),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB",no data,4,8,720,2,no data,no data,,microUSB 2.0,No,No,240,no data,no data,no data,no data
Archos,50c Oxygen,2000,2014,145,69.8,140,Dual SIM,no data,no data,5,720 x 1280,Android 4.2.2 (Jelly Bean),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,"microSD, up to 32 GB",no data,8,8,1080,2,no data,no data,,microUSB 2.0,No,No,240,no data,no data,no data,no data
Archos,40b Titanium,1400,2014,125,61,115,Dual SIM,no data,no data,4,480 x 800,Android 4.2.2 (Jelly Bean),no data,no data,no data,"microSD, up to 32 GB",no data,4,5,no data,no data,no data,no data,,microUSB 2.0,No,No,120,no data,no data,no data,no data
Archos,50 Helium 4G,2000,no data,145,71.5,160,Micro-SIM,no data,no data,5,720 x 1280,Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)",no data,8,8,1080,2,no data,no data,,microUSB 2.0,No,No,280,no data,no data,no data,no data
Archos,45 Helium 4G,1850,no data,135,67,140,Micro-SIM,no data,no data,4.5,480 x 800,Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,"microSD, up to 32 GB (dedicated slot)",no data,4,5,1080,no data,no data,no data,,microUSB 2.0,No,No,230,no data,no data,no data,no data
Archos,50 Oxygen,2300,no data,143,70.5,130,Micro-SIM,no data,no data,5,1080 x 1920,Android 4.2.2 (Jelly Bean),Mediatek MT6589T (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544MP2,"microSD, up to 32 GB (dedicated slot)",no data,16,no data,1080,no data,no data,no data,,"microUSB 2.0 (MHL TV-out), USB Host",No,No,no data,no data,no data,no data,no data
Archos,53 Platinum,2800,no data,153.6,78,189.9,Dual SIM (Mini-SIM),no data,no data,5.3,540 x 960,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)",no data,4,8,720,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,50 Platinum,2000,no data,143.4,72.4,160.2,Dual SIM (Mini-SIM),no data,no data,5,540 x 960,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)",no data,4,8,720,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,45 Platinum,1600,no data,142.5,71.8,150,Dual SIM (Mini-SIM),no data,no data,4.5,540 x 960,Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,53 Titanium,2500,no data,152.7,76.6,200,Dual SIM (Mini-SIM),no data,no data,5.3,480 x 854,Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,50 Titanium,2100,no data,144.5,73.7,160,Dual SIM (Mini-SIM & Micro-SIM),no data,no data,5,540 x 960,Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,45 Titanium,1680,no data,133.8,68.2,152,Dual SIM (Mini-SIM),no data,no data,4.5,480 x 854,Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Archos,40 Titanium,1500,no data,125,65,124,Dual SIM (Mini-SIM),no data,no data,4,480 x 800,Android 4.2.2 (Jelly Bean),Mediatek MT6572 (28 nm),Dual-core 1.3 GHz Cortex-A7,Mali-400,"microSD, up to 32 GB (dedicated slot)",no data,4,5,720,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Asus,ZenFone Live (L2),3000,2019,147.3,71.8,140,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1440,Android 8.0 Oreo (Go edition); ZenUI 5,Qualcomm MSM8917 Snapdragon 425 (28 nm)<br>Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53<br>Octa-core 1.4 GHz Cortex-A53,Adreno 308<br>Adreno 505,"microSD, up to 512 GB (dedicated slot)",no data,16/32,8,1080,5,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Asus,Zenfone Max Plus (M2) ZB634KL,4000,2019,159.2,76.2,165,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.26,1080 x 2246,Android 8.0 (Oreo),Qualcomm Snapdragon SiP 1,Octa-core 1.8 GHz,Adreno 506,"microSD, up to 512 GB (dedicated slot)",no data,32,12,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,300,no data,no data,no data,no data
Asus,Zenfone Max Shot ZB634KL,4000,2019,159.2,76.2,165,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.26,1080 x 2246,Android 8.0 (Oreo),Qualcomm Snapdragon SiP 1,Octa-core 1.8 GHz,Adreno 506,"microSD, up to 512 GB (dedicated slot)",no data,64,12,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,310,no data,no data,no data,no data
Asus,Zenfone Max Pro (M2) ZB631KL,5000,2018,157.9,75.5,175,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.26,1080 x 2280,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 512,"microSD, up to 512 GB (dedicated slot)",no data,64,12,2160,no data,1080,no data,,"microUSB 2.0, USB On-The-Go",Yes,Yes,no data,no data,no data,no data,no data
Asus,Zenfone Max (M2) ZB633KL,4000,2018,158.4,76.3,160,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.26,720 x 1520,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM632 Snapdragon 632 (14 nm),Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),Adreno 506,"microSD, up to 512 GB (dedicated slot)",no data,64,13,2160,8,1080,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,no data,no data,no data,no data,no data
Asus,Zenfone Max (M1) ZB556KL,4000,2018,147.3,70.9,150,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.45,720 x 1440,Android 8 (Oreo); ZenUI 5,Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,120,no data,no data,no data,no data
Asus,ZenFone Lite (L1) ZA551KL,3000,2018,147.3,71.8,140,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.45,720 x 1440,Android 8.0 Oreo,Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 512 GB (dedicated slot)",no data,16,13,1080,5,no data,no data,,"microUSB 2.0, USB On-The-Go",No,No,80,no data,no data,no data,no data
Asus,ROG Phone,4000,2018,158.8,76.2,200,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2160,"Android 8.1 (Oreo), planned upgrade to Android 9.0 (Pie); ROG Gaming X UI",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.96 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,No,no data,128/512,12,2160,8,1080,no data,,"3.1, Type-C 1.0 reversible connector; accessory connector",Yes,Yes,950,60171,79,-93.8,78
Asus,ZenFone Live (L1) ZA550KL,3000,2018,147.3,71.8,140,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1440,Android 8.0 Oreo (Go edition); ZenUI 5,Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 512 GB (dedicated slot)",no data,32,13,1080,5,no data,no data,,microUSB 2.0,No,No,100,no data,no data,no data,no data
Asus,Zenfone Max Pro (M1) ZB601KL/ZB602K,5000,2018,159,76,180,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.99,1080 x 2160,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core 1.8 GHz Kryo 260,Adreno 509,"microSD, up to 512 GB (dedicated slot)",no data,64/128,13,2160,8,1080,no data,,"microUSB 2.0, USB On-The-Go",Yes,Yes,160,no data,no data,no data,no data
Asus,Zenfone 5z ZS620KL,3300,2018,153,75.7,165,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.2,1080 x 2246,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); ZenUI 5",Qualcomm SDM845 Snapdragon 845 (10 nm),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),Adreno 630,"microSD, up to 512 GB (uses shared SIM slot)",no data,256,12,2160,8,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,500,no data,no data,no data,no data
Asus,Zenfone 5 ZE620KL,3300,2018,153,75.7,165,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6.2,1080 x 2246,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); ZenUI 5",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core Kryo 260,Adreno 509,"microSD, up to 512 GB (uses shared SIM slot)",no data,64,12,2160,8,1080,no data,,"2.0, Type-C 1.0 reversible connector",Yes,Yes,400,no data,no data,no data,no data
Asus,Zenfone 5 Lite ZC600KL,3300,2018,160.6,76.2,168,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,6,1080 x 2160,"Android 7.1 (Nougat), planned upgrade to Android 8 (Oreo); ZenUI 5",Qualcomm SDM630 Snapdragon 630 (14 nm)<br>Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 2.2 GHz Cortex-A53<br>Octa-core 1.4 GHz Cortex-A53,Adreno 508<br>Adreno 505,"microSD, up to 512 GB (dedicated slot)",no data,64,16,2160,20,1080,no data,,microUSB 2.0,Yes,Yes,250,no data,no data,no data,no data
Asus,Zenfone Max (M1) ZB555KL,4000,2018,147.3,70.9,150,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1440,Android 8 (Oreo); ZenUI 5,Qualcomm MSM8917 Snapdragon 425 (28 nm)<br>Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53<br>Octa-core 1.4 GHz Cortex-A53,Adreno 308<br>Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,1080,no data,,microUSB 2.0,No,Yes,160,no data,no data,no data,no data
Asus,Zenfone Max Plus (M1) ZB570TL,4130,2017,152.6,73,160,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.7,1080 x 2160,Android 7 (Nougat); ZenUI 4,Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,250,no data,no data,no data,no data
Asus,Zenfone V V520KL,3000,2017,146.6,72.6,147.1,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.2,1080 x 1920,Android 7 (Nougat); ZenUI 3,Qualcomm MSM8996 Snapdragon 820 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"microSD, up to 512 GB (uses shared SIM slot)",no data,32,23,2160,8,1080,no data,,"3.0, Type-C 1.0 reversible connector",No,Yes,380,no data,no data,no data,no data
Asus,Zenfone 4 Pro ZS551KL,3600,2017,156.9,75.6,175,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,"Android 7.1.1 (Nougat), upgradable to Android 8 (Oreo); ZenUI 4",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,"microSD, up to 512 GB (uses shared SIM slot)",no data,64/128,12,2160,8,1080,,,Type-C 1.0 reversible connector,Yes,Yes,390,no data,no data,no data,no data
Asus,Zenfone 4 ZE554KL,3300,2017,155.4,75.2,165,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,Android 7.1.1 (Nougat); ZenUI 4,Qualcomm SDM630 Snapdragon 630 (14 nm)<br>Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53)<br>Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),Adreno 508<br>Adreno 512,"microSD, up to 256 GB (uses shared SIM slot)",no data,64,12,2160,8,1080,no data,,Type-C 1.0 reversible connector,Yes,Yes,400,no data,no data,no data,no data
Asus,Zenfone 4 Selfie Lite ZB553KL,3000,2017,155.7,75.9,144,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 7 (Nougat); ZenUI 4,Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 256 GB (dedicated slot)",no data,16/32,13,1080,13,no data,no data,,microUSB 2.0,No,Yes,180,no data,no data,no data,no data
Asus,Zenfone 4 Selfie ZB553KL,3000,2017,155.7,75.9,144,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo); ZenUI 5",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,13,no data,no data,,microUSB 2.0,No,Yes,150,no data,no data,no data,no data
Asus,Zenfone 4 Selfie Pro ZD552KL,3000,2017,154,74.8,147,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,Android 7 (Nougat); ZenUI 4,Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (uses shared SIM slot)",no data,64,16,2160,12,2160,no data,,microUSB 2.0,No,Yes,250,no data,no data,no data,no data
Asus,Zenfone 4 Selfie ZD553KL,3000,2017,155.7,75.9,144,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo); ZenUI 5",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,64,16,1080,20,no data,no data,,microUSB 2.0,No,Yes,290,no data,no data,no data,no data
Asus,Zenfone 4 Max ZC520KL,4100,2017,150.5,73.3,156,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",no data,no data,5.2,720 x 1280,"Android 7 (Nougat), upgradable to Android 8 (Oreo); ZenUI 4",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,180,no data,no data,no data,no data
Asus,Zenfone 4 Max Plus ZC554KL,5000,2017,154,76.9,181,"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 7 (Nougat); ZenUI 4,Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,220,no data,no data,no data,no data
Asus,Zenfone 4 Max Pro ZC554KL,5000,2017,154,76.9,181,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 7 (Nougat); ZenUI 4,Qualcomm MSM8917 Snapdragon 425 (28 nm)<br>Qualcomm MSM8937 Snapdragon 430 (28 nm),Quad-core 1.4 GHz Cortex-A53<br>Octa-core 1.4 GHz Cortex-A53,Adreno 308<br>Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,32,16,1080,16,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,250,no data,no data,no data,no data
Asus,Zenfone 4 Max ZC554KL,5000,2017,154,76.9,181,"Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 7 (Nougat); ZenUI 4,Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (dedicated slot)",no data,32,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,270,no data,no data,no data,no data
Asus,Zenpad Z8s ZT582KL,4680,2017,204,133.9,306,Micro-SIM,no data,no data,7.9,1536 x 2048,Android 7.0 (Nougat),Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),Adreno 510,"microSD, up to 256 GB",no data,16,13,1080,5,no data,no data,,Type-C 1.0 reversible connector,No,No,250,no data,no data,no data,no data
Asus,Zenpad 3s 8.0 Z582KL,4680,2017,no data,no data,no data,Micro-SIM,no data,no data,7.9,1536 x 2048,Android 7.1 (Nougat),Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,"microSD, up to 256 GB",no data,64,13,1080,5,no data,no data,,Type-C 1.0 reversible connector,No,No,300,no data,no data,no data,no data
Asus,Zenfone Go ZB552KL,3000,2017,153.4,76.4,168,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,5.5,720 x 1280,Android 6 (Marshmallow); ZenUI 3,Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 128 GB (dedicated slot)",no data,16/32,13,1080,5,no data,no data,,microUSB 2.0,No,No,120,no data,no data,no data,no data
Asus,Zenfone Live ZB501KL,2650,2017,141.2,71.7,120,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5,720 x 1280,Android 6.0 (Marshmallow); ZenUI 3.5,Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"microSD, up to 256 GB (uses shared SIM slot)",no data,16/32,13,1080,5,no data,no data,,microUSB 2.0,No,No,150,no data,no data,no data,no data
Asus,Zenfone 3s Max ZC521TL,5000,2017,no data,no data,175,"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",no data,no data,5.2,720 x 1280,Android 7 (Nougat); ZenUI 3,Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,"microSD, up to 256 GB (uses shared SIM slot)",no data,32,13,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,180,no data,no data,no data,no data
Asus,Zenpad 3S 10 Z500KL,7800,2017,242.3,164.2,490,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,9.7,1536 x 2048,Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,"microSD, up to 256 GB (uses shared SIM slot)",no data,32,8,1080,5,1080,no data,,"2.0, Type-C 1.0 reversible connector",No,No,400,no data,no data,no data,no data
Asus,Zenfone AR ZS571KL,3300,2017,158.7,77.7,170,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.7,1440 x 2560,Android 7 (Nougat); ZenUI 3,Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,"microSD, up to 512 GB (uses shared SIM slot)",no data,64/128/256,23,2160,8,1080,no data,,"2.0, Type-C 1.0 reversible connector, USB On-The-Go",No,Yes,440,no data,no data,no data,no data
Asus,Zenfone 3 Zoom ZE553KL,5000,2017,154.3,77,170,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,"Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo); ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (uses shared SIM slot)",no data,32/64/128,12,2160,13,1080,no data,,"2.0, Type-C 1.0 reversible connector, USB On-The-Go",No,Yes,320,no data,no data,no data,no data
Asus,Zenfone Go ZB690KG,4680,2016,188,101.4,270,"Dual SIM (Micro-SIM, dual stand-by)",no data,no data,6.9,600 x 1024,Android 5.1 (Lollipop),no data,Quad-core,no data,"microSD, up to 256 GB (dedicated slot)",no data,8,5,1080,2,no data,no data,,microUSB 2.0,No,No,120,no data,no data,no data,no data
Asus,Zenpad 3 8.0 Z581KL,4680,2016,205.4,136.4,320,Micro-SIM,no data,no data,7.9,1536 x 2048,Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,"microSD, up to 256 GB",no data,32,8,1080,2,no data,no data,,Type-C 1.0 reversible connector,No,No,280,no data,no data,no data,no data
Asus,Zenfone Go ZB500KL,2600,2016,143.7,70.9,150,Hybrid Dual SIM (Dual stand-by),no data,no data,5,720 x 1280,Android 6.0 (Marshmallow),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.0 GHz Cortex-A53,Adreno 306,"microSD, up to 256 GB (uses shared SIM slot)",no data,16,13,1080,5,no data,no data,,microUSB 2.0,No,No,130,no data,no data,no data,no data
Asus,Zenfone 3 Max ZC553KL,4100,2016,151.4,76.2,175,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,"Android 6.0.1 (Marshmallow), upgradable to Android 8.1 (Oreo); ZenUI 4",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,"microSD, up to 256 GB (uses shared SIM slot)",no data,32,16,1080,8,no data,no data,,"microUSB 2.0, USB On-The-Go",No,Yes,190,no data,no data,no data,no data
Asus,Zenfone 3 Deluxe 5.5 ZS550KL,3000,2016,151.5,76.7,151,"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",no data,no data,5.5,1080 x 1920,"Android 6.1 (Marshmallow), upgradable to 7 (Nougat); ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,"microSD, up to 256 GB (uses shared SIM slot)",no data,64,16,2160,8,1080,no data,,"2.0, Type-C 1.0 reversible connector, USB On-The-Go",Yes,Yes,280,no data,no data,no data,no data
