brand,model,battery,year,height,width,weight,sim,numofsim,simtype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,maxextmemory,RAM,cam1MP,cam1video,cam2MP,cam2video,ir,radio,usb,nfc,fingerprint,price,basemark,loudspeaker,audioquality,endurance
Philips,V377,5000,2015,145,74,190,Dual SIM,no data,no data,5,720 x 1280,Android 5.1 (Lollipop),no data,Quad-core 1.3 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,8,5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,V787,5000,2015,143,71.6,164,Dual SIM,no data,no data,5,1080 x 1920,Android 5.1 (Lollipop),no data,Octa-core 1.3 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,16,13,1080,5,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,S616,3000,2015,143,71.6,164,Dual SIM,no data,no data,5.5,1080 x 1920,Android 5.1 (Lollipop),no data,Octa-core 1.3 GHz,no data,"microSD, up to 256 GB (dedicated slot)",no data,16,13,1080,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,I928,3000,2015,160.1,81.8,168,Dual SIM,no data,no data,6,1080 x 1920,Android 4.4 (KitKat),no data,Octa-core 1.7 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,16,13,1080,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,V526,5000,2015,145,73.4,189,Dual SIM,no data,no data,5,720 x 1280,Android 5.1 (Lollipop),no data,Quad-core 1.3 GHz,no data,"microSD, up to 64 GB (dedicated slot)",no data,8,13,1080,5,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,I908,3000,2015,143,70,156,Dual SIM,no data,no data,5,1080 x 1920,Android 4.4.2 (KitKat),no data,Octa-core 1.7 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,16,13,1080,5,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,S396,2300,2015,141.9,73,151,Dual SIM,no data,no data,5,720 x 1280,Android 5.1 (Lollipop),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,"microSD, up to 64 GB (dedicated slot)",no data,8,8,1080,8,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,S388,1700,2014,131,67.1,136.5,Dual SIM,no data,no data,4.5,540 x 960,Android 4.2 (Jelly Bean),no data,Quad-core 1.3 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,S308,1400,2014,126,64.5,125,Dual SIM,no data,no data,4,480 x 800,Android 4.2 (Jelly Bean),no data,Dual-core 1.0 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,5,no data,no data,no data,no data,,microUSB 2.0,No,No,130,no data,no data,no data,no data
Philips,W6610,5300,2014,145.4,74.1,200,"Dual SIM, (Mini-SIM, dual stand-by)",no data,no data,5,540 x 960,Android 4.2 (Jelly Bean),no data,Quad-core 1.3 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8578,2000,2014,116,60,217,Dual SIM,no data,no data,3.5,480 x 800,Android 4.2 (Jelly Bean),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,"512 MB, 256 MB RAM</td",5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W3500,2200,2013,142,73.6,170,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,5,480 x 854,Android 4.2 (Jelly Bean),no data,Quad-core 1.3 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,1,5,480,no data,no data,no data,,microUSB 2.0,No,No,170,no data,no data,no data,no data
Philips,W8555,3300,2013,no data,no data,200,"Dual SIM, (Dual stand-by)",no data,no data,5,1080 x 1920,Android 4.2 (Jelly Bean),no data,Quad-core 1.5 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,16,13,1080,no data,no data,no data,,microUSB 2.0,Yes,No,340,no data,no data,no data,no data
Philips,W7555,2400,2013,136.8,68.5,154,"Dual SIM, (Dual stand-by)",no data,no data,4.5,540 x 960,Android 4.1 (Jelly Bean),no data,Quad-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,220,no data,no data,no data,no data
Philips,W9588,2400,2013,116.5,61.5,246.8,Dual SIM,no data,no data,3.5,480 x 800,Android 4.2 (Jelly Bean),no data,Quad-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot), 4 GB included",no data,4,8,720,1,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8568,2100,2013,123.5,63,214,Dual SIM,no data,no data,4,540 x 960,Android 4.2 (Jelly Bean),no data,Quad-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8500,2400,2013,132,71,172,"Dual SIM, (Mini-SIM, dual stand-by)",no data,no data,4.3,540 x 960,Android 4.1 (Jelly Bean),no data,Dual-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W6500,2400,2013,128.7,66,150.8,"Dual SIM, (Mini-SIM, dual stand-by)",no data,no data,4.3,540 x 960,Android 4.2 (Jelly Bean),no data,Quad-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W3568,2000,2013,126.8,68,137,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4,480 x 800,Android 4.2 (Jelly Bean),no data,Dual-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,no data,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,T3566,2000,2013,126.8,68,137,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4,480 x 800,Android 4.2 (Jelly Bean),no data,Dual-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,256 MB RAM</td,2,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W7376,2400,2013,129,66.7,172,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4.3,540 x 960,Android 4.0.4 (Ice Cream Sandwich),no data,Dual-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X1560,2900,2013,119.6,51.1,122,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,microUSB,No,No,no data,no data,no data,no data,no data
Philips,X2560,1630,2013,124.5,64.9,108.8,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB,No,No,no data,no data,no data,no data,no data
Philips,X2301,1530,2013,134,56,104,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB,No,No,no data,no data,no data,no data,no data
Philips,X2300,2000,2013,119.6,50.5,110,Triple SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,2,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X1510,1050,2013,109,46,78,Dual SIM (Mini-SIM),no data,no data,2,176 x 220,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,E1500,800,2013,107,46,70,Dual SIM (Mini-SIM),no data,no data,1.77,128 x 160,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,microUSB,No,No,no data,no data,no data,no data,no data
Philips,D833,2400,2013,128,67.3,163,Dual SIM (Dual stand-by),no data,no data,4.3,480 x 800,Android 4.0 (Ice Cream Sandwich),no data,Dual-core 1.0 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8560,3300,2013,144,73,158,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,5,1080 x 1920,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.5 GHz Cortex-A7,PowerVR SGX544,"microSD, up to 32 GB (dedicated slot)",no data,32,13,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8510,3300,2013,138.5,69.7,173,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4.7,720 x 1280,Android 4.2 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,T939,2000,2013,110,57.8,239.5,Dual SIM,no data,no data,3.2,480 x 800,Android 4.0 (Ice Cream Sandwich),no data,1.0 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,4,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W6360,2000,2013,no data,no data,no data,Yes,no data,no data,4.3,480 x 800,Android 4.1 (Jelly Bean),no data,Dual-core 1.2 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W5510,1630,2013,116.2,63,138.8,Yes,no data,no data,3.5,320 x 480,Android 4.1 (Jelly Bean),no data,1.0 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W8355,3000,2013,147.6,79,224.5,Dual SIM (Mini-SIM),no data,no data,5.3,540 x 960,Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)",no data,4,5,no data,2,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W832,2400,2012,131,67.5,170.5,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4.5,540 x 960,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"microSD, up to 32 GB (dedicated slot)",no data,4,8,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W737,2400,2012,128,65,172,Dual SIM (Mini-SIM),no data,no data,4.3,540 x 960,Android 4.0.4 (Ice Cream Sandwich),Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.2 GHz Cortex-A5,Adreno 203,"microSD, up to 32 GB (dedicated slot)",no data,4,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W736,2400,2012,126.6,65.4,167.5,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,4,480 x 800,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"microSD, up to 32 GB (dedicated slot)",no data,4,5,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W6350,1630,2012,125.2,63.9,154,Dual SIM (Mini-SIM),no data,no data,4,480 x 800,Android 2.3 (Gingerbread),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W536,1630,2012,127.5,65,141,Dual SIM (Mini-SIM),no data,no data,4,480 x 800,Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,"microSD, up to 32 GB (dedicated slot)",no data,4,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W337,1350,2012,107.3,54.6,108.3,Dual SIM (Mini-SIM),no data,no data,3.2,240 x 400,Android 2.3 (Gingerbread),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,2,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,T539,1630,2012,131,68,no data,Dual SIM (Mini-SIM),no data,no data,4.3,480 x 800,Android 2.3 (Gingerbread),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,E133,800,2012,105,61,no data,Dual SIM (Mini-SIM),no data,no data,2.2,320 x 240,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,0</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W732,2400,2012,126.4,67.3,168.9,Dual SIM (Mini-SIM),no data,no data,4.3,480 x 800,Android 4.0 (Ice Cream Sandwich),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)",no data,2,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,X333,2000,2012,119.5,50.6,118.5,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,40 MB</td,no data,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W930,2000,2012,110,57.8,250,Dual SIM (Mini-SIM),no data,no data,3.2,320 x 480,Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot), 4 GB included",no data,100 MB</td,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,X130,2000,2012,113,48,102.5,Dual SIM (Mini-SIM),no data,no data,2,176 x 220,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB,No,No,no data,no data,no data,no data,no data
Philips,X332,1000,2012,117.3,50.7,88.7,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,64 MB</td,no data,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,X331,1530,2012,108,57.5,107.7,Dual SIM (Mini-SIM),no data,no data,2.8,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,44 MB</td,2,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,D633,1630,2012,125.4,63.9,154,Mini-SIM,no data,no data,4,480 x 800,Android 2.3 (Gingerbread),no data,1.0 GHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,60 MB</td,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W632,2100,2012,123.4,63,164.5,Dual SIM (Mini-SIM),no data,no data,3.8,480 x 800,Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W635,1630,2012,124,64.5,157,Dual SIM (Mini-SIM),no data,no data,4,480 x 800,Android 2.3 (Gingerbread),Qualcomm MSM7227A Snapdragon S1, Cortex-A5,Adreno 200,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,480,no data,no data,no data,,2,No,No,460,no data,no data,no data,no data
Philips,X528,1500,2012,120,51,180,Dual SIM (Mini-SIM),no data,no data,2.6,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,T129,1150,2012,114.5,49,94,Mini-SIM,no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,82 MB</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W820,2100,2012,114.6,57.7,143,Mini-SIM,no data,no data,3.2,320 x 480,Android 2.3 (Gingerbread),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,D822,2000,2012,120.8,63.8,165,Dual SIM (Mini-SIM),no data,no data,3.5,320 x 480,Android 2.2 (Froyo),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,512 MB</td,5,480,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W727,1530,2012,109.8,56.5,189,Dual SIM (Mini-SIM),no data,no data,3.2,320 x 480,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,100 MB</td,5,no data,no data,no data,no data,,miniUSB 2.0,No,Yes,no data,no data,no data,no data,no data
Philips,X125,1050,2012,107.5,43,68,Mini-SIM,no data,no data,1.44,128 x 128,no data,no data,no data,no data,"microSD, up to 2 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB,No,No,no data,no data,no data,no data,no data
Philips,W626,1530,2011,116,62,102,Dual SIM (Mini-SIM),no data,no data,3.5,320 x 480,Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),800 MHz Cortex-A9,PowerVR SGX531,"microSD, up to 32 GB (dedicated slot)",no data,256 MB</td,no data,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,X623,2000,2011,118.5,49,132.8,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,64 MB</td,5,no data,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,W920,1280,2011,128,70,no data,Mini-SIM,no data,no data,4.3,480 x 800,Android 2.2 (Froyo),no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,"180 MB, 512 MB RAM</td",5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,V726,2100,2011,110,57,no data,Dual SIM (Mini-SIM),no data,no data,3.2,320 x 480,Android 2.2 (Froyo),Mediatek MT6516,416 MHz,no data,"microSD, up to 32 GB (dedicated slot)",no data,200 MB</td,5,480,no data,no data,no data,,2,No,No,no data,no data,no data,no data,no data
Philips,X622,2100,2011,114.5,57.5,158.8,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,3.2,320 x 480,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,44 MB</td,5,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W625,1530,2011,109,51,no data,Dual SIM (Mini-SIM),no data,no data,3,240 x 400,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,50 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X223,1000,2011,106.5,49.8,108,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,2.4,240 x 320,no data,no data,no data,no data,microSD (dedicated slot),no data,no data,no data,no data,no data,no data,no data,,Proprietary,No,No,no data,no data,no data,no data,no data
Philips,X525,1530,2011,160,51,108,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,3,240 x 400,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,44 MB</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,D813,1300,2011,113,56,121,Mini-SIM,no data,no data,3.2,240 x 400,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot), 2 GB included",no data,130 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W725,2100,2011,108.8,56.3,no data,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,3.2,240 x 400,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,100 MB</td,5,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,W715,1900,2011,113.5,49.6,no data,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,80 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X526,1200,2011,109,53.6,126,Dual SIM (Mini-SIM),no data,no data,2.8,240 x 320,no data,no data,no data,no data,"miniSD, up to 16 GB",no data,1 MB</td,2,no data,no data,no data,no data,,miniUSB 1.1,No,No,no data,no data,no data,no data,no data
Philips,D613,980,2011,102,49.6,105,Mini-SIM,no data,no data,2.4,240 x 320,no data,no data,no data,no data,"miniSD, up to 8 GB",no data,117 MB</td,2,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,Xenium X519,920,2011,98.2,50.1,102.3,Mini-SIM,no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,48 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,F322,1000,2011,116,58.6,105,Dual SIM (Mini-SIM),no data,no data,2.4,320 x 240,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,5 MB</td,2,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X128,1050,2011,109.5,43,76,Dual SIM (Mini-SIM),no data,no data,2,176 x 220,no data,no data,no data,no data,"microSD, up to 4 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,No,No,No,no data,no data,no data,no data,no data
Philips,D612,1200,2011,114,50,105,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot)",no data,120 MB</td,2,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,Xenium X523,2000,2011,117.5,51,116.8,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,78 MB</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X516,1530,2011,102,52,103,Dual SIM (Mini-SIM),no data,no data,2.6,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,3 MB</td,2,320,no data,no data,no data,,miniUSB 2.0,No,No,270,no data,no data,no data,no data
Philips,F515,920,2011,98.2,50.1,102.3,Mini-SIM,no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,50 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X815,1530,2011,113.3,55.6,139,Dual SIM (Mini-SIM),no data,no data,3.2,240 x 400,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,47 MB</td,5,480,no data,no data,no data,,miniUSB 2.0,No,No,350,no data,no data,no data,no data
Philips,X518,1530,2011,104,57,108,Dual SIM (Mini-SIM),no data,no data,2.8,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,1 MB</td,2,no data,no data,no data,,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,D812,1100,2011,109.6,55.2,125,Mini-SIM,no data,no data,3.2,240 x 400,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot), 2 GB included",no data,130 MB</td,no data,no data,no data,no data,no data,,microUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X216,1050,2011,no data,no data,no data,Dual SIM (Mini-SIM),no data,no data,1.8,128 x 160,no data,no data,no data,no data,"microSD, up to 2 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,Xenium X713,1530,2011,113.3,54.8,126.5,Dual SIM (Mini-SIM),no data,no data,3.2,240 x 400,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,47 MB</td,no data,320,no data,no data,no data,,miniUSB 2.0,No,No,280,no data,no data,no data,no data
Philips,V816,1530,2011,111,55,141,Dual SIM (Mini-SIM),no data,no data,3.2,480 x 800,Microsoft Windows Mobile 6.5 Professional,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,180 MB</td,5,480,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,T910,1530,2011,115,62.4,141,Mini-SIM,no data,no data,3.5,360 x 640,Android-based OPhone 2.0,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,180 MB</td,5,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X116,1050,2010,108.3,46.7,79.5,Dual SIM (Mini-SIM),no data,no data,2,176 x 220,no data,no data,no data,no data,"microSD, up to 4 GB (dedicated slot)",no data,no data,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,F718,800,2010,99.9,50,138,Mini-SIM,no data,no data,2.6,240 x 320,no data,no data,no data,no data,"microSD, up to 32 GB (dedicated slot)",no data,45 MB</td,5,480,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,Xenium X513,2000,2010,112,47.6,131.2,Dual SIM (Mini-SIM),no data,no data,2.2,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,5 MB</td,2,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,Xenium F511,1000,2010,112.9,49.2,97.7,Dual SIM (Mini-SIM),no data,no data,2.4,240 x 320,no data,no data,no data,no data,"microSD, up to 16 GB (dedicated slot)",no data,70 MB</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,D900,no data,no data,101.2,60.5,147.8,Mini-SIM,no data,no data,2.8,240 x 320,Microsoft Windows Mobile OS,no data,no data,no data,microSD (dedicated slot),no data,no data,2,no data,no data,no data,no data,,miniUSB 1.1,No,No,no data,no data,no data,no data,no data
Philips,F610,1000,2010,105,50,105,"Dual SIM (Mini-SIM, no dual stand-by)",no data,no data,2.6,240 x 320,no data,no data,no data,no data,"microSD, up to 4 GB (dedicated slot)",no data,30 MB</td,2,320,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
Philips,X712,1050,2010,105.8,51.5,138,"Dual SIM (Mini-SIM, dual stand-by)",no data,no data,2.8,240 x 400,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot)",no data,30 MB</td,5,480,no data,no data,no data,,miniUSB 2.0,No,Yes,no data,no data,no data,no data,no data
Philips,X703,no data,2010,102,51.5,93.5,Mini-SIM,no data,no data,3,240 x 400,no data,no data,no data,no data,"microSD, up to 8 GB (dedicated slot)",no data,48 MB</td,no data,no data,no data,no data,no data,,miniUSB 2.0,No,No,no data,no data,no data,no data,no data
